customerID,MonthlyCharges,churn_flag,churn_probability,annual_revenue_exposure,revenue_at_risk,risk_band
9685-WKZGT,74.95,1,0.6484306,899.4000000000001,583.1984689235688,High
1016-DJTSV,69.7,0,0.64458364,836.4000000000001,539.1297585725785,High
2439-LYPMQ,102.6,0,0.64373595,1231.1999999999998,792.5676957607268,High
2737-YNGYW,80.55,1,0.6433611,966.5999999999999,621.8728311538696,High
1768-ZAIFU,25.2,1,0.64278996,302.4,194.37968387603757,High
6543-XRMYR,99.7,1,0.6410956,1196.4,767.0067503213883,High
2386-LAHRK,53.5,1,0.6409278,642.0,411.47564220428467,High
4317-VTEOA,50.75,1,0.6407095,609.0,390.1920973062515,High
0258-NOKBL,90.4,0,0.64035887,1084.8000000000002,694.6612970352174,High
6892-XPFPU,104.25,1,0.6402244,1251.0,800.9207208752632,High
3334-CTHOL,49.95,1,0.63966745,599.4000000000001,383.4166703581811,High
0506-LVNGN,75.55,1,0.6384802,906.5999999999999,578.8461370468139,High
6000-APYLU,80.8,1,0.6375606,969.5999999999999,618.1787635803222,High
1867-BDVFH,74.35,1,0.6374246,892.1999999999999,568.7102175951004,High
5339-PXDVH,90.65,0,0.6363955,1087.8000000000002,692.2710401415826,High
0004-TLHLJ,73.9,1,0.63637936,886.8000000000001,564.3412174701691,High
5698-BQJOH,94.4,1,0.63629675,1132.8000000000002,720.796957397461,High
9717-QEBGU,70.3,0,0.6362702,843.5999999999999,536.7575618505477,High
6175-IRFIT,78.75,0,0.63567185,945.0,600.709902048111,High
9752-ZNQUT,48.6,0,0.63556635,583.2,370.66229753494264,High
4301-VVZKA,75.4,0,0.6325582,904.8000000000001,572.3386834144593,High
0616-ATFGB,25.05,1,0.63111514,300.6,189.71321064233783,High
4342-HENTK,70.65,1,0.63091826,847.8000000000001,534.8925045490265,High
7952-OBOYL,89.85,0,0.6305678,1078.1999999999998,679.8781901836394,High
4029-HPFVY,70.3,0,0.6299724,843.5999999999999,531.4447151899337,High
7029-RPUAV,100.45,1,0.62963814,1205.4,758.9658084511758,High
6338-AVWCY,40.15,1,0.62597257,481.79999999999995,301.59358373880383,High
9576-ANLXO,69.55,1,0.6247693,834.5999999999999,521.4324330925941,High
5133-POWUA,45.8,0,0.6234588,549.5999999999999,342.65295796394344,High
9638-JIQYA,24.9,0,0.6221421,298.79999999999995,185.89605245590207,High
0023-XUOPT,94.1,1,0.62086743,1129.1999999999998,701.0835032701491,High
6899-PPEEA,96.55,1,0.62036467,1158.6,718.7545020103454,High
7912-SYRQT,75.1,1,0.6197641,901.1999999999999,558.5313975334167,High
8280-MQRQN,50.45,1,0.61926186,605.4000000000001,374.9011305570603,High
8621-MNIHH,94.25,1,0.61895317,1131.0,700.0360334515572,High
4983-CCWMC,69.6,0,0.6146676,835.1999999999999,513.3703748703002,High
8739-WWKDU,89.5,1,0.6121909,1074.0,657.4930289983749,High
6507-ZJSUR,90.45,0,0.6112148,1085.4,663.4125619053841,High
3908-BLSYF,83.9,1,0.6111282,1006.8000000000001,615.283882856369,High
0376-YMCJC,90.6,1,0.61016357,1087.1999999999998,663.3698327064513,High
0576-WNXXC,95.55,1,0.6087784,1146.6,698.025333058834,High
8709-KRDVL,100.0,0,0.60750335,1200.0,729.0040254592896,High
7495-OOKFY,80.65,1,0.60709983,967.8000000000001,587.5512165427208,High
0988-JRWWP,54.2,0,0.60697865,650.4000000000001,394.7789171218873,High
8818-DOPVL,104.45,0,0.6068738,1253.4,760.6556338191033,High
1989-PRJHP,75.5,1,0.6065492,906.0,549.5335782766342,High
6376-GAHQE,77.85,1,0.6064501,934.1999999999999,566.5456655502319,High
2665-NPTGL,98.1,0,0.60554045,1177.1999999999998,712.8422229051589,High
7571-YXDAD,74.9,1,0.60460687,898.8000000000001,543.4206519126892,High
1475-VWVDO,74.9,0,0.6037044,898.8000000000001,542.6095083475113,High
5442-BHQNG,70.35,0,0.6036923,844.1999999999999,509.6370338916778,High
2025-JKFWI,99.0,1,0.6029069,1188.0,716.2533767223358,High
4283-FUTGF,79.85,1,0.60229325,958.1999999999999,577.1173949718475,High
9840-DVNDC,80.5,1,0.6019006,966.0,581.4359579086304,High
9227-LUNBG,24.6,1,0.59952873,295.20000000000005,176.98088107109072,High
2495-INZWQ,44.55,1,0.5985387,534.5999999999999,319.9787872910499,High
7198-GLXTC,79.0,1,0.59842664,948.0,567.3084547519684,High
3891-PUQOD,59.2,1,0.5971573,710.4000000000001,424.220545578003,High
4237-RLAQD,45.85,1,0.5971079,550.2,328.52875957489016,High
4706-AXVKM,84.8,1,0.5949126,1017.5999999999999,605.3830501556396,High
6047-YHPVI,69.7,1,0.5929047,836.4000000000001,495.90548014640814,High
4817-VYYWS,100.2,1,0.5928429,1202.4,712.8342751979828,High
6651-AZVTJ,99.8,1,0.59263635,1197.6,709.741288948059,High
2694-CIUMO,79.55,0,0.5903119,954.5999999999999,563.5117253065109,High
9692-TUSXH,96.05,1,0.5887966,1152.6,678.6469791412353,High
6377-WHAOX,106.15,0,0.5886056,1273.8000000000002,749.7657912611962,High
2754-XBHTB,77.65,1,0.58807117,931.8000000000001,547.9647138476372,High
3627-FHKBK,75.3,1,0.5870774,903.5999999999999,530.4831198692322,High
0432-CAJZV,90.7,0,0.5860039,1088.4,637.8066442966461,High
6705-LXORM,70.05,0,0.58532155,840.5999999999999,492.02129123210904,High
8714-EUHJO,91.15,1,0.584896,1093.8000000000002,639.7592754721643,High
0330-IVZHA,69.95,1,0.5846948,839.4000000000001,490.7928174376488,High
7881-EVUAD,42.6,1,0.5844901,511.20000000000005,298.7913495540619,High
8393-DLHGA,95.9,1,0.58372754,1150.8000000000002,671.7536514043809,High
0899-LIIBW,100.85,0,0.5830408,1210.1999999999998,705.5959445357322,High
5760-FXFVO,78.95,0,0.58192945,947.4000000000001,551.3199564456941,High
2041-JIJCI,64.0,0,0.58167857,768.0,446.72914123535156,High
6048-QBXKL,56.55,0,0.58089834,678.5999999999999,394.1976165890693,High
1112-CUNAO,89.85,1,0.5807512,1078.1999999999998,626.1659229755401,High
4658-HCOHW,102.8,1,0.58053714,1233.6,716.1506163597106,High
6680-WKXRZ,74.4,1,0.57788813,892.8000000000001,515.9385234832764,High
6158-HDPXZ,25.35,0,0.5766256,304.20000000000005,175.40950312614444,High
0524-IAVZO,85.0,1,0.5765304,1020.0,588.0610048770905,High
5628-FCGYG,84.1,0,0.5758993,1009.1999999999999,581.197576546669,High
6319-IEJWJ,90.2,1,0.57548934,1082.4,622.9096640110016,High
0388-EOPEX,74.4,1,0.571778,892.8000000000001,510.48339786529544,High
2325-NBPZG,74.55,0,0.5707104,894.5999999999999,510.5575422763824,High
4678-DVQEO,52.2,1,0.570336,626.4000000000001,357.25846052169805,High
7534-BFESC,76.1,1,0.5700212,913.1999999999999,520.5433708906173,High
0685-MLYYM,70.75,1,0.5693062,849.0,483.34095937013626,High
5129-JLPIS,105.5,0,0.5681163,1266.0,719.2352449893951,High
8676-TRMJS,75.0,1,0.56725216,900.0,510.5269432067871,High
7587-RZNME,43.3,1,0.567142,519.5999999999999,294.68698825836174,High
4154-AQUGT,89.05,1,0.5665885,1068.6,605.4564935445785,High
7278-CKDNC,80.5,0,0.5647586,966.0,545.5568064451218,High
1658-TJVOA,74.1,0,0.56443596,889.1999999999999,501.8964546203613,High
5228-EXCET,80.85,1,0.56183296,970.1999999999999,545.090342080593,High
9283-LZQOH,74.4,1,0.5611078,892.8000000000001,500.95705661773684,High
4512-ZUIYL,70.0,1,0.56108683,840.0,471.312940120697,High
7663-RGWBC,44.15,1,0.5584339,529.8,295.858275103569,High
6166-ILMNY,69.75,1,0.5575374,837.0,466.6587844491005,High
1942-OQFRW,44.0,0,0.55663645,528.0,293.9040470123291,High
0923-PNFUB,83.75,1,0.55466497,1005.0,557.4382942914963,High
1536-HBSWP,49.9,0,0.5529514,598.8,331.10729563236237,High
0581-BXBUB,72.75,0,0.55141455,873.0,481.38490158319473,High
0958-YHXGP,69.9,0,0.55059266,838.8000000000001,461.83712396621706,High
7851-FLGGQ,44.65,1,0.5502464,535.8,294.8220305085182,High
0952-KMEEH,98.15,1,0.5489519,1177.8000000000002,646.5555759072305,High
5692-FPTAH,45.4,1,0.54851675,544.8,298.83192558288573,High
3312-UUMZW,98.85,0,0.54810774,1186.1999999999998,650.1654050588606,High
4873-ILOLJ,90.35,1,0.5471998,1084.1999999999998,593.274007666111,High
4706-DGAHW,45.2,0,0.544994,542.4000000000001,295.60474376678474,High
8212-DJRCH,90.35,0,0.5444892,1084.1999999999998,590.3351959347724,High
9465-RWMXL,78.9,1,0.54394054,946.8000000000001,515.0029071807862,High
3672-YITQD,84.1,1,0.5437273,1009.1999999999999,548.7295696735382,High
2187-PKZAY,79.95,0,0.5423406,959.4000000000001,520.3215492367744,High
4631-OACRM,79.4,1,0.5423099,952.8000000000001,516.7128539085388,High
4647-MUZON,95.95,0,0.5415838,1151.4,623.5795602321625,High
7460-ITWWP,86.1,0,0.5410037,1033.1999999999998,558.9650270462035,High
3717-OEAUQ,70.7,0,0.5392713,848.4000000000001,457.51776673793796,High
6034-YMTOB,75.65,0,0.5381913,907.8000000000001,488.57007894515993,High
6543-CPZMK,29.95,1,0.5373414,359.4,193.12050486803054,High
8080-DDEMJ,45.1,1,0.53640974,541.2,290.3049489498139,High
0682-USIXD,86.05,0,0.53636193,1032.6,553.8473317623138,High
4329-YPDDQ,108.2,0,0.53625035,1298.4,696.267458152771,High
3966-HRMZA,75.05,0,0.5344697,900.5999999999999,481.3434331655502,High
5144-TVGLP,94.75,0,0.5341027,1137.0,607.2747452259064,High
1833-TCXKK,107.75,0,0.53206307,1293.0,687.9575455784798,High
9907-SWKKF,25.05,1,0.53154916,300.6,159.78367620706558,High
9508-ILZDG,96.35,0,0.53140247,1156.1999999999998,614.40753428936,High
4686-UXDML,99.85,0,0.5310089,1198.1999999999998,636.2548630356788,High
3312-ZWLGF,79.3,0,0.5302661,951.5999999999999,504.6012265920639,High
1035-IPQPU,103.5,0,0.52941734,1242.0,657.5363312959671,High
6712-OAWRH,91.25,1,0.5285838,1095.0,578.7992879748344,High
5331-RGMTT,99.05,0,0.52535635,1188.6,624.4385603785514,High
5650-YLIBA,81.15,0,0.5224064,973.8000000000001,508.7193515896798,High
2482-CZGBB,70.0,1,0.52233624,840.0,438.7624454498291,High
3858-VOBET,74.95,1,0.52159137,899.4000000000001,469.11927398443225,High
8778-LMWTJ,74.85,0,0.5214645,898.1999999999999,468.37943783998486,High
3197-ARFOY,105.0,0,0.52075475,1260.0,656.1509907245636,High
1471-GIQKQ,49.95,0,0.51983887,599.4000000000001,311.5914184212685,High
8938-UMKPI,106.4,1,0.5174399,1276.8000000000002,660.6672666549683,High
8849-AYPTR,91.25,0,0.5174291,1095.0,566.5848791599274,High
7056-IMHCC,101.9,1,0.5165798,1222.8000000000002,631.6737877607346,High
1319-YLZJG,84.6,0,0.51490194,1015.1999999999999,522.728445482254,High
6304-IJFSQ,49.9,1,0.51485115,598.8,308.2928703546524,High
9279-CJEOJ,95.4,0,0.51382244,1144.8000000000002,588.2239251136781,High
2800-QQUSO,100.3,0,0.51367193,1203.6,618.2555404901505,High
1092-GANHU,76.65,1,0.51295465,919.8000000000001,471.81568919420243,High
8650-RHRKE,29.65,1,0.51255137,355.79999999999995,182.3657764792442,High
3365-SAIGS,83.55,0,0.51192534,1002.5999999999999,513.2563455820083,High
7054-LGEQW,45.95,1,0.50986665,551.4000000000001,281.14047349691396,High
5207-PLSTK,48.75,0,0.50983924,585.0,298.2559534907341,High
5226-NOZFC,85.75,0,0.5091289,1029.0,523.89366710186,High
9992-UJOEL,50.3,0,0.507563,603.5999999999999,306.3650237560272,High
0581-MDMPW,88.95,0,0.5073699,1067.4,541.5666055440903,High
5889-JTMUL,95.05,1,0.5069434,1140.6,578.2196473717689,High
0256-LTHVJ,81.05,1,0.50641567,972.5999999999999,492.5398759245872,High
0310-MVLET,99.15,1,0.50598377,1189.8000000000002,602.0194894194603,High
1236-WFCDV,90.45,1,0.5059539,1085.4,549.1623717069626,High
8696-JKZNU,76.25,1,0.50487393,915.0,461.95964723825455,High
6402-EJMWF,55.3,0,0.5039612,663.5999999999999,334.4286559581756,High
6661-HBGWL,104.75,1,0.50259066,1257.0,631.7564549446106,High
7181-OQCUT,103.85,0,0.5003233,1246.1999999999998,623.5028909683226,High
5461-QKNTN,94.3,0,0.5002918,1131.6,566.1302284240722,High
6845-RGTYS,98.75,1,0.49991465,1185.0,592.3988556861877,Medium
9572-WUKSB,29.9,0,0.4981593,358.79999999999995,178.73955302238463,Medium
5759-RCVCB,35.2,1,0.4960119,422.40000000000003,209.51543197631838,Medium
2604-IJPDU,96.55,0,0.4956898,1158.6,574.306213080883,Medium
8785-CJSHH,99.8,0,0.49348027,1197.6,590.9919655323029,Medium
7410-YTJIK,75.45,1,0.49314445,905.4000000000001,446.49298735857013,Medium
3374-LXDEV,89.4,1,0.4930797,1072.8000000000002,528.9758937120439,Medium
5828-AVIPD,100.95,1,0.4928846,1211.4,597.0804118573666,Medium
9866-QEVEE,86.0,1,0.4928253,1032.0,508.5957090854645,Medium
5480-HPRRX,25.3,1,0.4893403,303.6,148.56371669769288,Medium
1902-XBTFB,89.4,1,0.4882015,1072.8000000000002,523.7425681114198,Medium
2860-RANUS,85.8,1,0.48764846,1029.6,502.0828516244888,Medium
6317-YPKDH,29.95,1,0.48764002,359.4,175.25782434940336,Medium
2672-OJQZP,44.75,0,0.4868845,537.0,261.4569789469242,Medium
6234-PFPXL,95.9,0,0.48539984,1150.8000000000002,558.5981384754182,Medium
0979-PHULV,99.45,1,0.48473895,1193.4,578.4874581098557,Medium
5606-AMZBO,78.15,0,0.48429862,937.8000000000001,454.1752426922322,Medium
6257-RJOHI,50.8,0,0.48245254,609.5999999999999,294.1030693531036,Medium
9050-QLROH,90.7,1,0.48194125,1088.4,524.5448597073555,Medium
2587-EKXTS,111.5,0,0.4799725,1338.0,642.2032204270363,Medium
5373-SFODM,85.25,1,0.47845206,1023.0,489.456453949213,Medium
1895-QTKDO,43.95,0,0.47731507,527.4000000000001,251.73596699237828,Medium
0082-OQIQY,94.2,0,0.47679004,1130.4,538.9634620428086,Medium
1302-UHBDD,89.95,0,0.47678432,1079.4,514.6409935891629,Medium
5016-IBERQ,84.25,0,0.47666842,1011.0,481.9117700457573,Medium
9944-AEXBM,85.65,0,0.47627085,1027.8000000000002,489.5111842274667,Medium
9278-VZKCD,109.1,0,0.47618195,1309.1999999999998,623.4174143671988,Medium
5281-BUZGT,90.85,1,0.47501075,1090.1999999999998,517.8567225694655,Medium
1587-FKLZB,99.5,1,0.47488952,1194.0,567.0180830955505,Medium
3569-EDBPQ,84.35,0,0.4738985,1012.1999999999999,479.6800619065761,Medium
9927-DSWDF,104.6,0,0.4733295,1255.1999999999998,594.1232063055038,Medium
1335-NTIUC,24.95,0,0.4726512,299.4,141.51177329421043,Medium
7855-DIWPO,68.65,0,0.4716576,823.8000000000001,388.55153415799145,Medium
2955-BJZHG,80.85,1,0.4707223,970.1999999999999,456.69476371407507,Medium
2203-GHNWN,79.65,0,0.47068286,955.8000000000001,449.8786770343781,Medium
7503-QQRVF,74.3,1,0.46851587,891.5999999999999,417.72875232696526,Medium
4208-UFFGW,44.95,1,0.46592808,539.4000000000001,251.3216051101685,Medium
4223-WOZCM,49.95,0,0.46341383,599.4000000000001,277.77025244235995,Medium
1541-ETJZO,62.05,1,0.46323287,744.5999999999999,344.92319862842555,Medium
7404-JLKQG,57.55,0,0.46304023,690.5999999999999,319.7755846738815,Medium
0322-CHQRU,45.35,1,0.4619044,544.2,251.36837804317477,Medium
5213-TWWJU,91.0,0,0.4618417,1092.0,504.331139087677,Medium
4818-QIUFN,79.15,1,0.46134517,949.8000000000001,438.1856386363507,Medium
8914-RBTSB,93.8,1,0.46076488,1125.6,518.636954498291,Medium
9512-UIBFX,95.15,1,0.46015555,1141.8000000000002,525.4056031823159,Medium
8445-DNBAE,50.05,0,0.4597675,600.5999999999999,276.1363548696041,Medium
6284-AHOOQ,90.5,1,0.45912448,1086.0,498.6091806292534,Medium
0749-IRGQE,45.3,0,0.45906556,543.5999999999999,249.54803652763363,Medium
9369-XFEHK,80.6,1,0.4567268,967.1999999999999,441.7461507797241,Medium
1077-HUUJM,71.05,0,0.45476857,852.5999999999999,387.73568131327625,Medium
6711-VTNRE,87.55,1,0.45461458,1050.6,477.61807740926736,Medium
3658-KIBGF,54.9,1,0.45459023,658.8,299.4840443015098,Medium
3540-RZJYU,86.2,1,0.45419908,1034.4,469.8235239028931,Medium
